vrstaSmjestaja,podrucje,lokacija,brSoba,brKupatila,cijena,stambenaPovrsina,zemljiste,parkingMjesta,odMora,novogradnja,klima,naslov,opis,webStranica,oglasio,mobilni,id,zadnjaPromjena,slike,url
Iznajmljujem Apartman za Odmor,Budva,Rozino ,80,1,1,40,,1,650,false,false,"Iznajmljujem Stan-Apartman, Rozino","Ovaj lijepo i moderno opremljen jednosoban stan nalazi se u zgradi koja posjeduje posjeduje video nadzor i obezbjeđenje 24 h. Stan je na svega 150 m od autobuske stanice, a u okruženju su kafići, marketi, prodavnice, restorani... Stan se nalazi na prvom spratu, a sastoji se od hodnika, spavaće sobe sa francuskim ležajem i jednim single krevetom, kupatilom sa tuš kabinom, dnevnog boravka sa kuhinjom i trpezarijom sa izlazom na terasu. I spavaća i dnevna soba imaju klimu. Sva bjela tehnika Internet, kablovska televizija. Kapacitet 3-5 osoba. Ispred zgrade je veliki javni parking.",http://budvarent.me,Marko,0038267512244,2011920,2 Apr 2020,"https://www.realitica.com/images/listing_photos/2011920_img_1962.jpg,https://www.realitica.com/images/listing_photos/2011920_img_1983.jpg,https://www.realitica.com/images/listing_photos/2011920_img_1969.jpg,https://www.realitica.com/images/listing_photos/2011920__mg_2015.jpg",https://www.realitica.com/hr/listing/2011920
Iznajmljujem Apartman za Odmor,Budva,Rozino ,75,1,1,40,,1,650,true,true,"Iznajmljujem Stan-Apartman, Rozino","Izdaje se stan sa jednom spavaćom sobom, idealan za 4 osobe.  Stan se nalazi u novijoj zgradi koja je jedna od boljih zgrada u Budvi, video nadzor, alarm, recepcija...  Stan se sastoji od hodnika, dnevnog boravka sa kuhinjom i trpezarijom, kupatilo i spavaća soba sa Francuskim ležajem i krevetom na sprat.  Stan je prelijepo namješten, posjeduje svu bijelu tehniku i sadržaje neophodne za boravak u njemu.  Ispred zgrade se nalazi veliki javni parking i skoro uvijek ima mjesta za parkiranje.  Zgrada je udaljena od autobuske stanice svega 100 m a od grada 10 minuta pješaka. ",http://budvarent.me,Marko,0038267512244,2011928,2 Apr 2020,"https://www.realitica.com/images/listing_photos/2011928_17759959_1229001567213875_5643039611109307949_n.jpg,https://www.realitica.com/images/listing_photos/2011928_gopr0037.jpg,https://www.realitica.com/images/listing_photos/2011928_gopr0029.jpg,https://www.realitica.com/images/listing_photos/2011928_gopr0035.jpg",https://www.realitica.com/hr/listing/2011928
Iznajmljujem Apartman za Odmor,Bar,Sutomore ,3,8,8,240,,10,1000,true,true,"Iznajmljujem Stan-Apartman, Sutomore","Izdajem smjestaj za radnike, svaki apartman ima kupatilo, klimu,  wi-fi. Amartmani su sa po 3 lezaja, a studio je sa 2 lezaja. Ukupni kapacitet 20 mijesta. Svaki studio-apartman ima svoju terasu,balkon i tv sobu na svakom spratu.  Informacije na tel/viber +38267/009-145",,Titan-Nekretnine,+382,2189155,2 Apr 2020,"https://www.realitica.com/images/listing_photos/2189155_img-7b213898f6ce33d8c3d0e6646af3d5d7-v.jpg,https://www.realitica.com/images/listing_photos/2189155_img-8a09b16b018065db0ac68fb2040cba9d-v.jpg,https://www.realitica.com/images/listing_photos/2189155_img-8eefd520a11106b3f817dee75a6f5e45-v.jpg,https://www.realitica.com/images/listing_photos/2189155_img-b8b75a709ebbfc47cbb62e7a19adec3c-v.jpg",https://www.realitica.com/hr/listing/2189155
Iznajmljujem Apartman za Odmor,Tivat,Tivat Tivat,40,1,1,30,,30,,true,true,"Iznajmljujem Stan-Apartman, Tivat","Izdajem Stan apartman,na Dan,u blizini centra, Cijena 40 e Tel 069323991",,Sneska Registarski,2603,2186642,2 Apr 2020,https://www.realitica.com/images/listing_photos/2186642_img-99f3eaf0c92993ff2817c5af51053a09-v.jpg,https://www.realitica.com/hr/listing/2186642
Iznajmljujem Apartman za Odmor,Tivat,"Tivat Seljanovo, Podgoricka 72, Tivat",35,1,1,45,,35,1,true,true,"Iznajmljujem Stan-Apartman, Tivat","Udoban, jednosoban stan, namjenjen za 4 osobe. Sastoji se od spavace sobe sa bracnim krevetom, dnevnog boravka sa krevetom na razvlacenje, kupatila sa tusem i ves masinom, kuhinje opremljene sa svim posudjem i terase. Stan je klimatizovan i potpuno opremljen sa svim sto je potrebno za zivot. Nalazi se na oko 800 metara od centra grada i 500 metara od plaze.",,Apartmani,+38269672777,1081453,1 Apr 2020,"https://www.realitica.com/images/listing_photos/1081453_livingroom1.jpg,https://www.realitica.com/images/listing_photos/1081453_kitchen.jpg,https://www.realitica.com/images/listing_photos/1081453_bedroom1.jpg,https://www.realitica.com/images/listing_photos/1081453_sdc13452.jpg",https://www.realitica.com/hr/listing/1081453
Iznajmljujem Apartman za Odmor,Tivat,"Tivat Markuševina 73, Tivat",35,1,1,35,,1,500,false,true,"Iznajmljujem Stan-Apartman, Tivat","Orange apartman se nalazi u prizemlju stare kuće u centru Tivta, preko puta Velikog gradskog parka i Osnovne škole, par stotina metara od restorana, kafića, butika i šetalista. Ispred apartmana je velika terasa u hladovini tri drveta pomorandže. Apartman je površine 35m2 i sastoji se od spavace sobe sa bračnim krevetom, plakarom i radnim stolom, kupatila sa tuš kabinom i dnevnog boravka sa opremljenom kuhinjom, ugaonom garniturom na razvlačenje i kablovskom televizijom.",,Ranko,+38267308385,1664486,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1664486_ovu.jpg,https://www.realitica.com/images/listing_photos/1664486_20190928_121213.jpg,https://www.realitica.com/images/listing_photos/1664486_20190928_134203.jpg,https://www.realitica.com/images/listing_photos/1664486_20190928_124244.jpg",https://www.realitica.com/hr/listing/1664486
Iznajmljujem Apartman za Odmor,Tivat,"Donja Lastva Donja Lastva, Tivat",35,,1,32,,1,50,false,false,"Iznajmljujem Stan-Apartman, Donja Lastva","Garsonjera se nalazi u Tivtu, naselje Donja Lastva. Savremeno opremljena garsonjera, 50m od mora, 1,5km od luksuzne marine Porto Montenegro. Gostima je na raspolaganju francuski lezaj, ugaona na razvlacenje, potpuno opremljena kuhinja, besplatan internet i parking.",,Ranko,+38267308385,1834824,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1834824_20191001_182702.jpg,https://www.realitica.com/images/listing_photos/1834824_20191001_183134.jpg,https://www.realitica.com/images/listing_photos/1834824_img_20190614_162115.jpg,https://www.realitica.com/images/listing_photos/1834824_20191002_135736.jpg",https://www.realitica.com/hr/listing/1834824
Iznajmljujem Apartman za Odmor,Tivat,"Tivat Seljanovo bb,",,,,,,,,false,false,"Iznajmljujem Stan-Apartman, Tivat",Nudimo 5 Delux apartmana: - 2 za 5 osoba - 2 za 4 osobe - 1 za 2 osobe,https://goo.gl/j ZBSJE,Apartmani Crna Gora,000,1102652,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1102652_img_7615_1.jpg,https://www.realitica.com/images/listing_photos/1102652_img_7615_2.jpg,https://www.realitica.com/images/listing_photos/1102652_img_7615_3.jpg,https://www.realitica.com/images/listing_photos/1102652_img_7615_5.jpg",https://www.realitica.com/hr/listing/1102652
Iznajmljujem Apartman za Odmor,Budva,"Centar Gospostina 29,",,,,,,,,false,false,"Iznajmljujem Stan-Apartman, Centar","Budva Boutique Apartments (4 zvjezdice) vam savršeno mjesto za opuštanje, luksuzan i udoban smještaj i toplu atmosferu. Mi smo na izuzetnoj lokaciji u središtu Budve, u neposrednoj blizini hotela Avala Resort & Villas, u blizini Starog grada i plaže kafiću Richard glave, Mogren plaža i brojnih restorana i kafića.",https://goo.gl/hyv3 Lg,Apartmani Crna Gora,000,1097683,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1097683_img_33943_32.jpg,https://www.realitica.com/images/listing_photos/1097683_img_33943_33.jpg,https://www.realitica.com/images/listing_photos/1097683_img_33943_34.jpg,https://www.realitica.com/images/listing_photos/1097683_img_33943_36.jpg",https://www.realitica.com/hr/listing/1097683
Iznajmljujem Apartman za Odmor,Herceg Novi,Kumbor ,,,,,,,,false,false,"Iznajmljujem Stan-Apartman, Kumbor","Nirvana je privatan jedinstven kompleks od 5000m2 (5km od Herceg Novog) koji se sastoji od 6 zasebnih studio apartmana čvrste gradnje, pored samog mora (20m). Svaki apartman (25m2) ima sopstveno kupatilo sa tuš kabinom, kompletno opremljenu kuhinju i tri ležaja sa mogućnošću ubacivanja četvrtog.  Ispred svakog apartmana je terasa sa stonom garniturom i suncobranom.",https://goo.gl/bqwk WM,Apartmani Crna Gora,000,1095460,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1095460_img_32232_8.jpg,https://www.realitica.com/images/listing_photos/1095460_img_32232_9.jpg,https://www.realitica.com/images/listing_photos/1095460_img_32232_19.jpg,https://www.realitica.com/images/listing_photos/1095460_img_32232_20.jpg",https://www.realitica.com/hr/listing/1095460
Iznajmljujem Apartman za Odmor,Budva,"Centar Petra I Petrovića, Budva Od Mora",,,,,,,40,false,false,"Iznajmljujem Stan-Apartman, Centar","Apartmani u samom centru grada, u Starom gradu, kojih odlikuje visok stepen usluge i higijene. ",https://goo.gl/Ly9o YC,Apartmani Crna Gora,000,1257329,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1257329_img_18515_6.jpg,https://www.realitica.com/images/listing_photos/1257329_img_18515_4.jpg,https://www.realitica.com/images/listing_photos/1257329_img_18515_7.jpg,https://www.realitica.com/images/listing_photos/1257329_img_18515_1.jpg",https://www.realitica.com/hr/listing/1257329
Iznajmljujem Apartman za Odmor,Budva,"Velji Vinogradi Velji vinogradi bb,",,,,,,,,false,false,"Iznajmljujem Stan-Apartman, Velji Vinogradi","Apartman se nalazi na drugom spratu i povrsine je 107 m2. U njemu senalaze 3 spavace sobe SA bracnim krevetima,2 kupatila,1 toalet,kuhinja,dnevni boravak,velika terasa.",https://goo.gl/na Rvdh,Apartmani Crna Gora,000,1180313,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1180313_img_35696_4.jpg,https://www.realitica.com/images/listing_photos/1180313_img_35696_18.jpg,https://www.realitica.com/images/listing_photos/1180313_img_35696_14.jpg,https://www.realitica.com/images/listing_photos/1180313_img_35696_3.jpg",https://www.realitica.com/hr/listing/1180313
Iznajmljujem Apartman za Odmor,Herceg Novi,Kumbor Kumbor Od Mora,,,,,,,20,false,false,"Iznajmljujem Stan-Apartman, Kumbor","Svi apartmani su luksuzno opremljeni, veličine su 60 m2, a kapacitet je do 5 osoba.",https://goo.gl/mu K5 Vb,Apartmani Crna Gora,000,1348516,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1348516_img_12188_16.jpg,https://www.realitica.com/images/listing_photos/1348516_img_12188_9.jpg,https://www.realitica.com/images/listing_photos/1348516_img_12188_6.jpg,https://www.realitica.com/images/listing_photos/1348516_img_12188_5.jpg",https://www.realitica.com/hr/listing/1348516
Iznajmljujem Soba za Odmor,Budva,"Centar Petra I Petrovića, Budva Od Mora",,,,,,,40,false,false,"Iznajmljujem Soba, Centar","Soba u samom centru grada, u Starom gradu.",https://goo.gl/9ip Hs X,Apartmani Crna Gora,000,1257331,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1257331_img_18517_1.jpg,https://www.realitica.com/images/listing_photos/1257331_img_18517_3.jpg,https://www.realitica.com/images/listing_photos/1257331_img_18517_4.jpg,https://www.realitica.com/images/listing_photos/1257331_img_18517_2.jpg",https://www.realitica.com/hr/listing/1257331
Iznajmljujem Apartman za Odmor,Herceg Novi,Kumbor Kumbor Od Mora,,,,,,,20,false,false,"Iznajmljujem Stan-Apartman, Kumbor","APARTMANI imaju sopstveni parking, kao i dva mala otvorena bazena.",https://goo.gl/Tx YGah,Apartmani Crna Gora,000,1348535,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1348535_img_26653_4.jpg,https://www.realitica.com/images/listing_photos/1348535_img_26653_9.jpg,https://www.realitica.com/images/listing_photos/1348535_img_26653_3.jpg,https://www.realitica.com/images/listing_photos/1348535_img_26653_1.jpg",https://www.realitica.com/hr/listing/1348535
Iznajmljujem Apartman za Odmor,Herceg Novi,Kumbor Kumbor Od Mora,,,,,,,20,false,false,"Iznajmljujem Stan-Apartman, Kumbor","Na izuzetnoj lokaciji, samo 15 m od mora.",https://goo.gl/6 S1pcv,Apartmani Crna Gora,000,1348530,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1348530_img_12834_5.jpg,https://www.realitica.com/images/listing_photos/1348530_img_12834_2.jpg,https://www.realitica.com/images/listing_photos/1348530_img_12834_12.jpg,https://www.realitica.com/images/listing_photos/1348530_img_12834_10.jpg",https://www.realitica.com/hr/listing/1348530
Iznajmljujem Apartman za Odmor,Herceg Novi,Kumbor Kumbor Od Mora,,,,,,,20,false,false,"Iznajmljujem Stan-Apartman, Kumbor","Svi apartmani su luksuzno opremljeni, veličine su 60 m2, a kapacitet je do 5 osoba.  Imaju odvojenu spavaću sobu sa terasom i veliki dnevni boravak sa pogledom na more.  Posjeduju kompletno opremljenu kuhinju i kupatilo, klima uređaj, LCD tv, satelitsku tv, DVD plejer, ves masinu, fen i sef.",https://goo.gl/AZUi5 S,Apartmani Crna Gora,000,1348524,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1348524_img_12244_8.jpg,https://www.realitica.com/images/listing_photos/1348524_img_12244_4.jpg,https://www.realitica.com/images/listing_photos/1348524_img_12244_14.jpg,https://www.realitica.com/images/listing_photos/1348524_img_12244_15.jpg",https://www.realitica.com/hr/listing/1348524
Iznajmljujem Apartman za Odmor,Budva,"Centar Zmajeva 5, Budva Od Mora",,,,,,,100,false,false,"Iznajmljujem Stan-Apartman, Centar","U centru Budve, turističke metropole Crne Gore sa biserno pješčanim plažama i čistim morem, na samo 100 metara od obale i plaže.",https://goo.gl/5y PLha,Apartmani Crna Gora,000,1351222,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1351222_img_16072_13.jpg,https://www.realitica.com/images/listing_photos/1351222_img_16072_12.jpg,https://www.realitica.com/images/listing_photos/1351222_img_16072_7.jpg,https://www.realitica.com/images/listing_photos/1351222_img_16072_15.jpg",https://www.realitica.com/hr/listing/1351222
Iznajmljujem Apartman za Odmor,Herceg Novi,"Topla Njegoševa 111a, Herceg Novi Od Mora",,,,,,,50,false,false,"Iznajmljujem Stan-Apartman, Topla","Našim gostima nudimo luksuzne klimatizirane apartmane s kupaonicama, TV-om i potpuno opremljenim kuhinjama. Balkoni većine apartmana nude prekrasan pogled na more i plaže, koje su tek nekoliko koraka udaljene.",https://goo.gl/i MMM99,Apartmani Crna Gora,000,1349417,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1349417_img_10374_2.jpg,https://www.realitica.com/images/listing_photos/1349417_img_10374_3.jpg,https://www.realitica.com/images/listing_photos/1349417_img_10374_7.jpg,https://www.realitica.com/images/listing_photos/1349417_img_10374_8.jpg",https://www.realitica.com/hr/listing/1349417
Iznajmljujem Apartman za Odmor,Herceg Novi,"Đenovići banicevina bb, Đenovići Od Mora",,,,,,,100,false,false,"Iznajmljujem Stan-Apartman, Đenovići","Smjesteni u mirnom djelu Djenovica, apartmani sa 4 zvijezdice, opremljeni, kablovska tv, klima,free wi-fi,parking ,terasa sa rostiljem...Dobro dosli...",https://goo.gl/Hjk9 Yk,Apartmani Crna Gora,000,1351228,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1351228_img_16050_31.jpg,https://www.realitica.com/images/listing_photos/1351228_img_16050_37.jpg,https://www.realitica.com/images/listing_photos/1351228_img_16050_55.jpg,https://www.realitica.com/images/listing_photos/1351228_img_16050_46.jpg",https://www.realitica.com/hr/listing/1351228
Iznajmljujem Apartman za Odmor,Herceg Novi,"Đenovići Banicevina bb, herceg Novi Od Mora",,,,,,,100,false,false,"Iznajmljujem Stan-Apartman, Đenovići","U mirnom dijelu Djenovica,apartmani sa 4 zbijezdice opremljeni,kablovska tv,free wi-fi, klima,parking,terasa sa rostiljem.Dobro dosli..",https://goo.gl/UKH1jy,Apartmani Crna Gora,000,1351224,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1351224_img_16049_32.jpg,https://www.realitica.com/images/listing_photos/1351224_img_16049_40.jpg,https://www.realitica.com/images/listing_photos/1351224_img_16049_41.jpg,https://www.realitica.com/images/listing_photos/1351224_img_16049_42.jpg",https://www.realitica.com/hr/listing/1351224
Iznajmljujem Apartman za Odmor,Herceg Novi,"Savina Branka Ćopića 7-c, Savina Od Mora",,,,,,,200,false,false,"Iznajmljujem Stan-Apartman, Savina","U ponudi su prostrani četrvorokrevetni apartmani površine 38m2, opremljeni sa četri ležaja i jednim pomoćnim (4+1), mini kuhinjom sa frižiderom, klima uređajem, besplatan Wi Fi; kablovska TV, DVD. Idealni su za porodičan odmor.",https://goo.gl/4 Y35 Jy,Apartmani Crna Gora,000,1351231,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1351231_img_23832_26.jpg,https://www.realitica.com/images/listing_photos/1351231_img_23832_27.jpg,https://www.realitica.com/images/listing_photos/1351231_img_23832_28.jpg,https://www.realitica.com/images/listing_photos/1351231_img_23832_36.jpg",https://www.realitica.com/hr/listing/1351231
Iznajmljujem Apartman za Odmor,Herceg Novi,"Savina Branka Ćopića 7-c, Savina Od Mora",,,,,,,200,false,false,"Iznajmljujem Stan-Apartman, Savina","Lokacija je sa istočne strane starog grada, u blizini mora i Šetališta na udaljenosti od cca 200 m. ",https://goo.gl/9axrt S,Apartmani Crna Gora,000,1351230,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1351230_img_23831_21.jpg,https://www.realitica.com/images/listing_photos/1351230_img_23831_24.jpg,https://www.realitica.com/images/listing_photos/1351230_img_23831_26.jpg,https://www.realitica.com/images/listing_photos/1351230_img_23831_28.jpg",https://www.realitica.com/hr/listing/1351230
Iznajmljujem Apartman za Odmor,Herceg Novi,"Igalo 29.decembar 31, Igalo, Crna Gora Od Mora",,,,,,,200,false,false,"Iznajmljujem Stan-Apartman, Igalo"," U blizini se nalazi banka i market, na 15 minuta hoda nalazi se Mediteranski Zdravstveni Centar - Igalo, a na 20 minuta je stari grad Herceg Novi, sa muzejima, galerijama, crkvama, i marinom za jahte.",https://goo.gl/MS6 LFo,Apartmani Crna Gora,000,1356371,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1356371_img_27610_11.jpg,https://www.realitica.com/images/listing_photos/1356371_img_27610_3.jpg,https://www.realitica.com/images/listing_photos/1356371_img_27610_13.jpg,https://www.realitica.com/images/listing_photos/1356371_img_27610_14.jpg",https://www.realitica.com/hr/listing/1356371
Iznajmljujem Kuća za Odmor,Žabljak,Žabljak ,,,,,,,,false,false,"Iznajmljujem Kuću, Zabljak","Kuća je savršena za odmor s obitelji ili prijateljima za vrijeme zime ili ljeti. Lako se nalazi, cca 300 m od centra , ali još uvijek među borovima kao iz bajke. Kuća je nedavno obnovljena, pa se lako može smjestiti 8 osoba u 4 sobe, tri kupaonice i kuhinje s blagovaonicom.",https://goo.gl/swd Rhn,Apartmani Crna Gora,000,1355139,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1355139_img_20302_3.jpg,https://www.realitica.com/images/listing_photos/1355139_img_20302_5.jpg,https://www.realitica.com/images/listing_photos/1355139_img_20302_7.jpg,https://www.realitica.com/images/listing_photos/1355139_img_20302_8.jpg",https://www.realitica.com/hr/listing/1355139
Iznajmljujem Apartman za Odmor,Herceg Novi,"Igalo 29.decembar 31, Igalo, Crna gora Od Mora",,,,,,,200,false,false,"Iznajmljujem Stan-Apartman, Igalo","Četvorokrevetni apartman, povrsine 40 m2, sa 1 spavacom sobom, trpezarijom, komplet opremljenom kuhinjom, i kupatilom. Apartman je klimatizovan, ima TV sa kablovskom televizijom, Wi-Fi Internetom. ",https://goo.gl/voq8u6,Apartmani Crna Gora,000,1356372,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1356372_img_27612_14.jpg,https://www.realitica.com/images/listing_photos/1356372_img_27612_15.jpg,https://www.realitica.com/images/listing_photos/1356372_img_27612_17.jpg,https://www.realitica.com/images/listing_photos/1356372_img_27612_16.jpg",https://www.realitica.com/hr/listing/1356372
Iznajmljujem Apartman za Odmor,Budva Okolina,"Jaz Jaz bb, Budva Od Mora",,,,,,,10,false,false,"Iznajmljujem Stan-Apartman, Jaz","U predivnom ambijentu, skoro na samoj plaži, imamo studio apartmane različitog kapaciteta.",https://goo.gl/r Rg Ri J,Apartmani Crna Gora,000,1357923,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1357923_img_23154_1.jpg,https://www.realitica.com/images/listing_photos/1357923_img_23154_10.jpg,https://www.realitica.com/images/listing_photos/1357923_img_23154_16.jpg,https://www.realitica.com/images/listing_photos/1357923_img_23154_17.jpg",https://www.realitica.com/hr/listing/1357923
Iznajmljujem Apartman za Odmor,Budva,"Centar Jadranski put 4, Budva Od Mora",,,,,,,200,false,false,"Iznajmljujem Stan-Apartman, Centar","Kuća se nalazi 150m od starog grada Budve, i ima 2 apartmana. Veličina svakog stana je 50 m2. Oba apartmana imaju 2 spavaće sobe, dnevni boravak sa kuhinjom, kupatilo, klima uređaj, terasu sa pogledom na more.  Tu je roštilj i parking u dvorištu kuće. ",https://goo.gl/Tmkwt2,Apartmani Crna Gora,000,1357918,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1357918_img_17547_11.jpg,https://www.realitica.com/images/listing_photos/1357918_img_17547_21.jpg,https://www.realitica.com/images/listing_photos/1357918_img_17547_22.jpg,https://www.realitica.com/images/listing_photos/1357918_img_17547_17.jpg",https://www.realitica.com/hr/listing/1357918
Iznajmljujem Apartman za Odmor,Tivat, ,30,2,1,60,,1,,true,true,"Iznajmljujem Stan-Apartman, Tivat","Izdajem stan na dan,u centru Tivta, Dnevno 30 e Tel 069323991",,Sneska Registarski,2603,2274730,27 Mar 2020,,https://www.realitica.com/hr/listing/2274730
Iznajmljujem Hotel za Odmor,Ulcinj,"Donji Štoj Donji Štoj bb, Maraševa ulica",15,25,25,450,,800,25,false,true,"Iznajmljujem Hotel, Donji Štoj","Klimatizovani apartmani ""Dalila"" nalaze u centralnom dijelu Velike plaže. Objekat poseduje veliko dvorište sa voćnjakom. Gostima su na raspolaganju besplatan bežični internet, TV sa kablovskim kanalima i balkon ili terasa sa mrežom protiv komaraca. Apartmani obuhvataju čajnu kuhinju. Bicikle možete iznajmiti u okviru objekta. Obezbeđen je besplatan parking. https://www.booking.com/hotel/me/privatan-smjestaj-dalila-velika-plaza.sr.html Barove sa živom muzikom, restorane i prodavnice pronaći ćete na samo 100 metara od apartmana Dalila. Centar istorijskog grada Ulcinja udaljen je 7 km. Obližnja Velika plaža duga je 12 km i nudi sadržaje za razne sportske aktivnosti, uključujući ronjenje i kajt-surfovanje. Vlasnici apartmana Dalila mogu vam pomoći sa iznajmljivanjem automobila i organizovanjem izleta do Dubrovnika i odredišta u Crnoj Gori i Albaniji. Aerodromi u Tivtu i Podgorici nalaze se na manje od 90 km od objekta. https://www.booking.com/hotel/me/privatan-smjestaj-dalila-velika-plaza.sr.html Provjerite cijene i raspoloživost smještaja: https://www.booking.com/hotel/me/privatan-smjestaj-dalila-velika-plaza.sr.html?aid=330843;sid=852fb8983a23bc6a0f61c8ef1b5a7ccf;dist=0&sb_price_type=total&type=total& Kontakt: 00382 67 868 700 (viber) 85367, Donji Štoj, Ulcinj, Montenegro PHONE:  +382  67 079 100          +382 69-050-274 WEB:       http://www.dalila.me            https://www.booking.com/hotel/me/privatan-smjestaj-dalila-velika-plaza.sr.html E-MAIL:  dalilamne@gmail.com",https://www.booking.com/hotel/me/pr...,Apartmani Dalila_Maraseva Ulica_Centar Štoja,+38267868700,953847,26 Mar 2020,"https://www.realitica.com/images/listing_photos/953847_dalila--34-_resize.jpg,https://www.realitica.com/images/listing_photos/953847_dalila--17-_resize.jpg,https://www.realitica.com/images/listing_photos/953847_img_7711-as-smart-object-1-copy.jpg,https://www.realitica.com/images/listing_photos/953847_img_7675-as-smart-object-1-copyand2more_fusedfinall.jpg",https://www.realitica.com/hr/listing/953847
Iznajmljujem Apartman za Odmor,Bar,"Šušanj osma ulica,bar.crna gora",35,,,40,,,500,true,true,"Apartmani Bar , Bar-Šušanj","Apartmani Bar - Šušanj Na 400 metara od mora, u borovoj šumi, izdajemo dvosobne apartmane s pogledom na more, veličine 40 m2. Sastoje se od dnevne i spavaće sobe, potpuno opremljene kuhinje, kupatila i terase. Apartmani su klimatizovani i obezbedjen je parking ispred kuće. Slike možete videti na www.prenociste-bar.com Kontakt telefon: +38163 808 77 45 i +38121 6772 057",http://www.prenociste-bar.com,Apartmani Stojic Novi Sad,+381638087745,19717,26 Mar 2020,"https://www.realitica.com/images/listing_photos/19717_photo-32.jpg,https://www.realitica.com/images/listing_photos/19717_photo-31.jpg,https://www.realitica.com/images/listing_photos/19717_image0791.jpg,https://www.realitica.com/images/listing_photos/19717_image0801.jpg",https://www.realitica.com/hr/listing/19717
Iznajmljujem Apartman za Odmor,Bar,Šušanj ,20,2,1,55,,1,,false,true,"Iznajmljujem Stan-Apartman, Šušanj","Izdajem povoljno apartman od 55m2 u junu i septembru 20 evra dnevno za 4 osobe. U julu i avgustu 28 evra dnevno za 4 osobe a za 5 osoba 33evra dnevno. Apartman poseduje klimu, kablovsku tv, Wi Fi bežični internet, fen za kosu, frižider sa zamrzivačem, roštilj u dvorištu i parking mesto. Apartman ima zaseban ulaz i terasu od 15m2 sa panoramskim pogledom na( planine,more i grad Bar). Do plaže oko 450m, prodavnica na 50m, a restoran na 200m.",,Dusko,+38268433183,1520228,25 Mar 2020,"https://www.realitica.com/images/listing_photos/1520228_downloadfile-37.jpeg,https://www.realitica.com/images/listing_photos/1520228_downloadfile-2.jpeg,https://www.realitica.com/images/listing_photos/1520228_downloadfile-8.jpeg,https://www.realitica.com/images/listing_photos/1520228_downloadfile-29.jpeg",https://www.realitica.com/hr/listing/1520228
Iznajmljujem Apartman za Odmor,Bar,Šušanj ,20,2,1,50,,,,false,true,"Iznajmljujem Stan-Apartman, Šušanj","Izdajem povoljno apartman od 50m2 u junu i septembru 20 evra dnevno za 4-5osoba. U julu i avgustu 28 evra dnevno za 4 osobe, a za 5 osoba 33evra dnevno. Apartman poseduje klimu, kablovsku tv, Wi Fi bežični internet, fen za kosu, frižider sa zamrzivačem, roštilj u dvorištu i parking mesto. Apartman ima zaseban ulaz i terasu od 15m2 (sa predivnim pogledom). Do plaže oko 450m, prodavnica na 50m, a restoran na 200m.",,Dusko,+38268433183,1520211,25 Mar 2020,"https://www.realitica.com/images/listing_photos/1520211_downloadfile-15.jpeg,https://www.realitica.com/images/listing_photos/1520211_f28aa5c750bf51a9f530ffdc2bcfb67b6e7fffb4112d360fba9dc3-v.jpg,https://www.realitica.com/images/listing_photos/1520211_downloadfile-27.jpeg,https://www.realitica.com/images/listing_photos/1520211_downloadfile-16.jpeg",https://www.realitica.com/hr/listing/1520211
Iznajmljujem Apartman za Odmor,Bar,Šušanj ,18,1,1,25,,1,,false,true,"izdajem Stan-Apartman, Šušanj","Studio apartman (25m2) jun-septembar 18 evra dnevno za 3osobe. U julu i avgustu za 3osobe 25 evra dnevno. Apartman poseduje klimu, TV, Wi Fi bežični internet, fen za kosu, roštilj i parking mesto. Apartman ima zaseban ulaz i terasu od 15m2(sa panoramskim pogledom na planine, more i grad Bar). Do plaže oko 450m, a prodavnica na 50m. ",,Dusko,+38268433183,1520214,25 Mar 2020,"https://www.realitica.com/images/listing_photos/1520214_20180707_145106.jpg,https://www.realitica.com/images/listing_photos/1520214_20180707_144315.jpg,https://www.realitica.com/images/listing_photos/1520214_20180707_144026.jpg,https://www.realitica.com/images/listing_photos/1520214_20180707_151044.jpg",https://www.realitica.com/hr/listing/1520214
